Sr#,District,Block,Village/Town Code,Village/Town Name,People Groups,Language Groups,Gath Type,MC,HC,PC,AV,EV,Church/Orgn Name,Pastor/Leader Name,Comments
21576,Kishanganj,Bahadurganj,1821222733,Singhia,"Mandal, Santhal, Mahto, Yadav, Paswan, Ansari, Rajput, Kurmi, Musahar, Manjhi, Sonar, Sheikh, Teli","Maithili, Santhli, Hindi, Surajpuri ,Bhojpuri",AV,0,0,0,1,0,,Chhotu kumar,
21578,Kishanganj,Bahadurganj,1821222705,Tangtangia,"Mandal, Santhal, Mahto, Yadav, Paswan, Ansari, Rajput, Kurmi, Musahar, Manjhi, Sonar, Sheikh, Teli","Maithili, Santhli, Hindi, Surajpuri ,Bhojpuri",PC,0,0,1,0,0,C.G.M,Sunil Sony,
21579,Kishanganj,Bahadurganj,1821222712,Tangtangia,"Mandal, Santhal, Mahto, Yadav, Paswan, Ansari, Rajput, Kurmi, Musahar, Manjhi, Sonar, Sheikh, Teli","Maithili, Santhli, Hindi, Surajpuri ,Bhojpuri",PC,0,0,1,0,0,C.G.M,Sunil Sony,AV to PC @ Sept'25
21581,Kishanganj,Bahadurganj,1821222701,Tegharia,"Mandal, Santhal, Mahto, Yadav, Paswan, Ansari, Rajput, Kurmi, Musahar, Manjhi, Sonar, Sheikh, Teli","Maithili, Santhli, Hindi, Surajpuri ,Bhojpuri",AV,0,0,0,1,0,C.G.M,Sunil Sony,
21582,Kishanganj,Bahadurganj,1821222745,Tharkachhpur,"Mandal, Santhal, Mahto, Yadav, Paswan, Ansari, Rajput, Kurmi, Musahar, Manjhi, Sonar, Sheikh, Teli","Maithili, Santhli, Hindi, Surajpuri ,Bhojpuri",AV,0,0,0,1,0,C.G.M,Sunil Sony,
21583,Kishanganj,Bahadurganj,1821222678,Tulshia,"Mandal, Santhal, Mahto, Yadav, Paswan, Ansari, Rajput, Kurmi, Musahar, Manjhi, Sonar, Sheikh, Teli","Maithili, Santhli, Hindi, Surajpuri ,Bhojpuri",AV,0,0,0,1,0,C.G.M,Sunil Sony,
21584,Kishanganj,Dighalbank,1827222366,Algachhia,"Mandal, Santhal, Mahto, Yadav, Paswan, Ansari, Rajput, Kurmi, Musahar, Manjhi, Sonar, Sheikh, Teli","Maithili, Santhli, Hindi, Surajpuri ,Bhojpuri",AV,0,0,0,1,0,,Chhotu kumar,
21586,Kishanganj,Dighalbank,1822222300,Baijnath Palsa,"Mandal, Santhal, Mahto, Yadav, Paswan, Ansari, Rajput, Kurmi, Musahar, Manjhi, Sonar, Sheikh, Teli","Maithili, Santhli, Hindi, Surajpuri ,Bhojpuri",AV,0,0,0,1,0,,Dhiraj kumar,
21588,Kishanganj,Dighalbank,1821222332,Banwaria,"Mandal, Santhal, Mahto, Yadav, Paswan, Ansari, Rajput, Kurmi, Musahar, Manjhi, Sonar, Sheikh, Teli","Maithili, Santhli, Hindi, Surajpuri ,Bhojpuri",PC,0,0,1,0,0,,Dhiraj kumar,AV to PC @ Sept'25
21590,Kishanganj,Dighalbank,1822222344,Bhurli Bhita,"Mandal, Santhal, Mahto, Yadav, Paswan, Ansari, Rajput, Kurmi, Musahar, Manjhi, Sonar, Sheikh, Teli","Maithili, Santhli, Hindi, Surajpuri ,Bhojpuri",PC,0,0,1,0,0,Pentecostal Church,,AV to PC @ Oct - Dec'25
21592,Kishanganj,Dighalbank,1822222363,Chhota Garumara,"Mandal, Santhal, Mahto, Yadav, Paswan, Ansari, Rajput, Kurmi, Musahar, Manjhi, Sonar, Sheikh, Teli","Maithili, Santhli, Hindi, Surajpuri ,Bhojpuri",HC,0,1,0,0,0,,Chhotu kumar,
21593,Kishanganj,Dighalbank,1822222314,Dahibhat,"Mandal, Santhal, Mahto, Yadav, Paswan, Ansari, Rajput, Kurmi, Musahar, Manjhi, Sonar, Sheikh, Teli","Maithili, Santhli, Hindi, Surajpuri ,Bhojpuri",HC,0,1,0,0,0,,Chhotu kumar,
21596,Kishanganj,Dighalbank,1822222326,Dargah Aliganj,"Mandal, Santhal, Mahto, Yadav, Paswan, Ansari, Rajput, Kurmi, Musahar, Manjhi, Sonar, Sheikh, Teli","Maithili, Santhli, Hindi, Surajpuri ,Bhojpuri",MC,1,0,0,0,0,,Chhotu kumar,
21599,Kishanganj,Dighalbank,1822222306,Deogirja,"Mandal, Santhal, Mahto, Yadav, Paswan, Ansari, Rajput, Kurmi, Musahar, Manjhi, Sonar, Sheikh, Teli","Maithili, Santhli, Hindi, Surajpuri ,Bhojpuri",HC,0,1,0,0,0,,Chhotu kumar,
21600,Kishanganj,Dighalbank,1822222353,Dhanola,"Mandal, Santhal, Mahto, Yadav, Paswan, Ansari, Rajput, Kurmi, Musahar, Manjhi, Sonar, Sheikh, Teli","Maithili, Santhli, Hindi, Surajpuri ,Bhojpuri",HC,0,1,0,0,0,,Chhotu kumar,
21601,Kishanganj,Dighalbank,1822222347,Dighal Bank,"Mandal, Santhal, Mahto, Yadav, Paswan, Ansari, Rajput, Kurmi, Musahar, Manjhi, Sonar, Sheikh, Teli","Maithili, Santhli, Hindi, Surajpuri ,Bhojpuri",PC,0,0,1,0,0,,Chhotu kumar,
21603,Kishanganj,Dighalbank,1822222361,Dighibari,"Mandal, Santhal, Mahto, Yadav, Paswan, Ansari, Rajput, Kurmi, Musahar, Manjhi, Sonar, Sheikh, Teli","Maithili, Santhli, Hindi, Surajpuri ,Bhojpuri",MC,1,0,0,0,0,,Chhotu kumar,
21605,Kishanganj,Dighalbank,1822222310,Dubri,"Mandal, Santhal, Mahto, Yadav, Paswan, Ansari, Rajput, Kurmi, Musahar, Manjhi, Sonar, Sheikh, Teli","Maithili, Santhli, Hindi, Surajpuri ,Bhojpuri",HC,0,1,0,0,0,,Chhotu kumar,
21609,Kishanganj,Dighalbank,1821222328,Ghangra,"Mandal, Santhal, Mahto, Yadav, Paswan, Ansari, Rajput, Kurmi, Musahar, Manjhi, Sonar, Sheikh, Teli","Maithili, Santhli, Hindi, Surajpuri ,Bhojpuri",PC,0,0,1,0,0,,Chhotu kumar,
21612,Kishanganj,Dighalbank,1822222348,Hari Bhita,"Mandal, Santhal, Mahto, Yadav, Paswan, Ansari, Rajput, Kurmi, Musahar, Manjhi, Sonar, Sheikh, Teli","Maithili, Santhli, Hindi, Surajpuri ,Bhojpuri",AV,0,0,0,1,0,,Dhiraj kumar,
21614,Kishanganj,Dighalbank,1822222341,Hublidenga,"Mandal, Santhal, Mahto, Yadav, Paswan, Ansari, Rajput, Kurmi, Musahar, Manjhi, Sonar, Sheikh, Teli","Maithili, Santhli, Hindi, Surajpuri ,Bhojpuri",PC,0,0,1,0,0,,Chhotu kumar,
21615,Kishanganj,Dighalbank,1822222365,Ichmari,"Mandal, Santhal, Mahto, Yadav, Paswan, Ansari, Rajput, Kurmi, Musahar, Manjhi, Sonar, Sheikh, Teli","Maithili, Santhli, Hindi, Surajpuri ,Bhojpuri",AV,0,0,0,1,0,,Chhotu kumar,
21616,Kishanganj,Dighalbank,1821222337,Ikra,"Mandal, Santhal, Mahto, Yadav, Paswan, Ansari, Rajput, Kurmi, Musahar, Manjhi, Sonar, Sheikh, Teli","Maithili, Santhli, Hindi, Surajpuri ,Bhojpuri",AV,0,0,0,1,0,,Chhotu kumar,
21619,Kishanganj,Dighalbank,1822222371,Ikra Milik,"Mandal, Santhal, Mahto, Yadav, Paswan, Ansari, Rajput, Kurmi, Musahar, Manjhi, Sonar, Sheikh, Teli","Maithili, Santhli, Hindi, Surajpuri ,Bhojpuri",PC,0,0,1,0,0,,Chhotu kumar,
21623,Kishanganj,Dighalbank,1822222317,Kachunala Milik,"Mandal, Santhal, Mahto, Yadav, Paswan, Ansari, Rajput, Kurmi, Musahar, Manjhi, Sonar, Sheikh, Teli","Maithili, Santhli, Hindi, Surajpuri ,Bhojpuri",PC,0,0,1,0,0,,Chhotu kumar,
21624,Kishanganj,Dighalbank,1822222318,Kachunala Milik,"Mandal, Santhal, Mahto, Yadav, Paswan, Ansari, Rajput, Kurmi, Musahar, Manjhi, Sonar, Sheikh, Teli","Maithili, Santhli, Hindi, Surajpuri ,Bhojpuri",AV,0,0,0,1,0,,Chhotu kumar,
21627,Kishanganj,Dighalbank,1822222368,Kamati,"Mandal, Santhal, Mahto, Yadav, Paswan, Ansari, Rajput, Kurmi, Musahar, Manjhi, Sonar, Sheikh, Teli","Maithili, Santhli, Hindi, Surajpuri ,Bhojpuri",AV,0,0,0,1,0,,Chhotu kumar,
21629,Kishanganj,Dighalbank,1822222340,Karuamani,"Mandal, Santhal, Mahto, Yadav, Paswan, Ansari, Rajput, Kurmi, Musahar, Manjhi, Sonar, Sheikh, Teli","Maithili, Santhli, Hindi, Surajpuri ,Bhojpuri",AV,0,0,0,1,0,,Chhotu kumar,
21631,Kishanganj,Dighalbank,1822222335,Kumarkhod,"Mandal, Santhal, Mahto, Yadav, Paswan, Ansari, Rajput, Kurmi, Musahar, Manjhi, Sonar, Sheikh, Teli","Maithili, Santhli, Hindi, Surajpuri ,Bhojpuri",AV,0,0,0,1,0,,Chhotu kumar,
21633,Kishanganj,Dighalbank,1821222336,Kurhaili,"Mandal, Santhal, Mahto, Yadav, Paswan, Ansari, Rajput, Kurmi, Musahar, Manjhi, Sonar, Sheikh, Teli","Maithili, Santhli, Hindi, Surajpuri ,Bhojpuri",AV,0,0,0,1,0,,Chhotu kumar,
21634,Kishanganj,Dighalbank,1822222329,Lachhmipur,"Mandal, Santhal, Mahto, Yadav, Paswan, Ansari, Rajput, Kurmi, Musahar, Manjhi, Sonar, Sheikh, Teli","Maithili, Santhli, Hindi, Surajpuri ,Bhojpuri",PC,0,0,1,0,0,C.G.M,,AV to PC @ Feb'25
21636,Kishanganj,Dighalbank,1822222297,Lohargarha,"Mandal, Santhal, Mahto, Yadav, Paswan, Ansari, Rajput, Kurmi, Musahar, Manjhi, Sonar, Sheikh, Teli","Maithili, Santhli, Hindi, Surajpuri ,Bhojpuri",AV,0,0,0,1,0,,Dhiraj kumar,
21638,Kishanganj,Dighalbank,1822222364,Maldangi,"Mandal, Santhal, Mahto, Yadav, Paswan, Ansari, Rajput, Kurmi, Musahar, Manjhi, Sonar, Sheikh, Teli","Maithili, Santhli, Hindi, Surajpuri ,Bhojpuri",AV,0,0,0,1,0,,Chhotu kumar,
21640,Kishanganj,Dighalbank,1822222346,Maltoli,"Mandal, Santhal, Mahto, Yadav, Paswan, Ansari, Rajput, Kurmi, Musahar, Manjhi, Sonar, Sheikh, Teli","Maithili, Santhli, Hindi, Surajpuri ,Bhojpuri",AV,0,0,0,1,0,,Dhiraj kumar,
21641,Kishanganj,Dighalbank,1822222350,Maltoli,"Mandal, Santhal, Mahto, Yadav, Paswan, Ansari, Rajput, Kurmi, Musahar, Manjhi, Sonar, Sheikh, Teli","Maithili, Santhli, Hindi, Surajpuri ,Bhojpuri",AV,0,0,0,1,0,,Dhiraj kumar,
21643,Kishanganj,Dighalbank,1822222354,Mulabari,"Mandal, Santhal, Mahto, Yadav, Paswan, Ansari, Rajput, Kurmi, Musahar, Manjhi, Sonar, Sheikh, Teli","Maithili, Santhli, Hindi, Surajpuri ,Bhojpuri",PC,0,0,1,0,0,,Dhiraj kumar,AV to PC @ Sept'25
21645,Kishanganj,Dighalbank,1827222338,Padampur,"Mandal, Santhal, Mahto, Yadav, Paswan, Ansari, Rajput, Kurmi, Musahar, Manjhi, Sonar, Sheikh, Teli","Maithili, Santhli, Hindi, Surajpuri ,Bhojpuri",AV,0,0,0,1,0,,Chhotu kumar,
21649,Kishanganj,Dighalbank,1822222299,Palsa Milik,"Mandal, Santhal, Mahto, Yadav, Paswan, Ansari, Rajput, Kurmi, Musahar, Manjhi, Sonar, Sheikh, Teli","Maithili, Santhli, Hindi, Surajpuri ,Bhojpuri",AV,0,0,0,1,0,,Dhiraj kumar,
21650,Kishanganj,Dighalbank,1822222352,Panchgachhi,"Mandal, Santhal, Mahto, Yadav, Paswan, Ansari, Rajput, Kurmi, Musahar, Manjhi, Sonar, Sheikh, Teli","Maithili, Santhli, Hindi, Surajpuri ,Bhojpuri",HC,0,1,0,0,0,,Chhotu kumar,
21652,Kishanganj,Dighalbank,1822222334,Patharghatti,"Mandal, Santhal, Mahto, Yadav, Paswan, Ansari, Rajput, Kurmi, Musahar, Manjhi, Sonar, Sheikh, Teli","Maithili, Santhli, Hindi, Surajpuri ,Bhojpuri",AV,0,0,0,1,0,,Dhiraj kumar,
21653,Kishanganj,Dighalbank,1822222307,Sat Kauwa,"Mandal, Santhal, Mahto, Yadav, Paswan, Ansari, Rajput, Kurmi, Musahar, Manjhi, Sonar, Sheikh, Teli","Maithili, Santhli, Hindi, Surajpuri ,Bhojpuri",HC,0,1,0,0,0,,Chhotu kumar,
21655,Kishanganj,Dighalbank,1822222302,Singhimari,"Mandal, Santhal, Mahto, Yadav, Paswan, Ansari, Rajput, Kurmi, Musahar, Manjhi, Sonar, Sheikh, Teli","Maithili, Santhli, Hindi, Surajpuri ,Bhojpuri",AV,0,0,0,1,0,,Dhiraj kumar,
21657,Kishanganj,Dighalbank,1822222357,Suribhita,"Mandal, Santhal, Mahto, Yadav, Paswan, Ansari, Rajput, Kurmi, Musahar, Manjhi, Sonar, Sheikh, Teli","Maithili, Santhli, Hindi, Surajpuri ,Bhojpuri",AV,0,0,0,1,0,,Dhiraj kumar,
21659,Kishanganj,Dighalbank,1822222312,Tanghan Tapu,"Mandal, Santhal, Mahto, Yadav, Paswan, Ansari, Rajput, Kurmi, Musahar, Manjhi, Sonar, Sheikh, Teli","Maithili, Santhli, Hindi, Surajpuri ,Bhojpuri",HC,0,1,0,0,0,,Chhotu kumar,
21660,Kishanganj,Dighalbank,1827222373,Tapu,"Mandal, Santhal, Mahto, Yadav, Paswan, Ansari, Rajput, Kurmi, Musahar, Manjhi, Sonar, Sheikh, Teli","Maithili, Santhli, Hindi, Surajpuri ,Bhojpuri",HC,0,1,0,0,0,,Chhotu kumar,
21661,Kishanganj,Dighalbank,1827222367,Tarabari,"Mandal, Santhal, Mahto, Yadav, Paswan, Ansari, Rajput, Kurmi, Musahar, Manjhi, Sonar, Sheikh, Teli","Maithili, Santhli, Hindi, Surajpuri ,Bhojpuri",HC,0,1,0,0,0,,Chhotu kumar,
21663,Kishanganj,Dighalbank,1821222322,Tulshia,"Mandal, Santhal, Mahto, Yadav, Paswan, Ansari, Rajput, Kurmi, Musahar, Manjhi, Sonar, Sheikh, Teli","Maithili, Santhli, Hindi, Surajpuri ,Bhojpuri",MC,1,0,0,0,0,,Chhotu kumar,
21664,Kishanganj,Dighalbank,1822222321,Tulshia Kasht,"Mandal, Santhal, Mahto, Yadav, Paswan, Ansari, Rajput, Kurmi, Musahar, Manjhi, Sonar, Sheikh, Teli","Maithili, Santhli, Hindi, Surajpuri ,Bhojpuri",PC,0,0,1,0,0,,Chhotu kumar,
21665,Kishanganj,Kishanganj,1824222935,Andhuakol,"Mandal, Santhal, Mahto, Yadav, Paswan, Ansari, Rajput, Kurmi, Musahar, Manjhi, Sonar, Sheikh, Teli","Maithili, Santhli, Hindi, Surajpuri ,Bhojpuri",AV,0,0,0,1,0,,Dhiraj kumar,
21667,Kishanganj,Kishanganj,1997222977,Babhantola,"Mandal, Santhal, Mahto, Yadav, Paswan, Ansari, Rajput, Kurmi, Musahar, Manjhi, Sonar, Sheikh, Teli","Maithili, Santhli, Hindi, Surajpuri ,Bhojpuri",AV,0,0,0,1,0,,Dhiraj kumar,
21668,Kishanganj,Kishanganj,1823222948,Bairgachhi,"Mandal, Santhal, Mahto, Yadav, Paswan, Ansari, Rajput, Kurmi, Musahar, Manjhi, Sonar, Sheikh, Teli","Maithili, Santhli, Hindi, Surajpuri ,Bhojpuri",PC,0,0,1,0,0,,Dhiraj kumar,AV to PC @ Sept'25
21670,Kishanganj,Kishanganj,1997222976,Bararo,"Mandal, Santhal, Mahto, Yadav, Paswan, Ansari, Rajput, Kurmi, Musahar, Manjhi, Sonar, Sheikh, Teli","Maithili, Santhli, Hindi, Surajpuri ,Bhojpuri",AV,0,0,0,1,0,,Dhiraj kumar,
21671,Kishanganj,Kishanganj,1997700800,Barchuna,"Mandal, Santhal, Mahto, Yadav, Paswan, Ansari, Rajput, Kurmi, Musahar, Manjhi, Sonar, Sheikh, Teli","Maithili, Santhli, Hindi, Surajpuri ,Bhojpuri",PC,0,0,1,0,0,,Ravi kumar,
21673,Kishanganj,Kishanganj,1823222962,Basatpur Marua Toli,"Mandal, Santhal, Mahto, Yadav, Paswan, Ansari, Rajput, Kurmi, Musahar, Manjhi, Sonar, Sheikh, Teli","Maithili, Santhli, Hindi, Surajpuri ,Bhojpuri",AV,0,0,0,1,0,,Dhiraj kumar,
21675,Kishanganj,Kishanganj,1823222960,Basatpur Pharsadangi,"Mandal, Santhal, Mahto, Yadav, Paswan, Ansari, Rajput, Kurmi, Musahar, Manjhi, Sonar, Sheikh, Teli","Maithili, Santhli, Hindi, Surajpuri ,Bhojpuri",PC,0,0,1,0,0,,Ravi kumar,
21678,Kishanganj,Kishanganj,1824222915,Belwa Kasipur,"Mandal, Santhal, Mahto, Yadav, Paswan, Ansari, Rajput, Kurmi, Musahar, Manjhi, Sonar, Sheikh, Teli","Maithili, Santhli, Hindi, Surajpuri ,Bhojpuri",PC,0,0,1,0,0,,Ravi kumar,
21679,Kishanganj,Kishanganj,1823698500,Belwa Milik,"Mandal, Santhal, Mahto, Yadav, Paswan, Ansari, Rajput, Kurmi, Musahar, Manjhi, Sonar, Sheikh, Teli","Maithili, Santhli, Hindi, Surajpuri ,Bhojpuri",AV,0,0,0,1,0,,Ravi kumar,
21681,Kishanganj,Kishanganj,1824222939,Chakla,"Mandal, Santhal, Mahto, Yadav, Paswan, Ansari, Rajput, Kurmi, Musahar, Manjhi, Sonar, Sheikh, Teli","Maithili, Santhli, Hindi, Surajpuri ,Bhojpuri",PC,0,0,1,0,0,,Ravi kumar,
21683,Kishanganj,Kishanganj,1823222920,Chhagalia,"Mandal, Santhal, Mahto, Yadav, Paswan, Ansari, Rajput, Kurmi, Musahar, Manjhi, Sonar, Sheikh, Teli","Maithili, Santhli, Hindi, Surajpuri ,Bhojpuri",AV,0,0,0,1,0,,Dhiraj kumar,
21685,Kishanganj,Kishanganj,1824222916,Chhota Salki,"Mandal, Santhal, Mahto, Yadav, Paswan, Ansari, Rajput, Kurmi, Musahar, Manjhi, Sonar, Sheikh, Teli","Maithili, Santhli, Hindi, Surajpuri ,Bhojpuri",AV,0,0,0,1,0,,Dhiraj kumar,
21687,Kishanganj,Kishanganj,1823222971,Daula,"Mandal, Santhal, Mahto, Yadav, Paswan, Ansari, Rajput, Kurmi, Musahar, Manjhi, Sonar, Sheikh, Teli","Maithili, Santhli, Hindi, Surajpuri ,Bhojpuri",AV,0,0,0,1,0,,Dhiraj kumar,
21688,Kishanganj,Kishanganj,1823222951,Dheksara,"Mandal, Santhal, Mahto, Yadav, Paswan, Ansari, Rajput, Kurmi, Musahar, Manjhi, Sonar, Sheikh, Teli","Maithili, Santhli, Hindi, Surajpuri ,Bhojpuri",PC,0,0,1,0,0,Pentecostal Church,,AV to PC @ Oct - Dec'25
21690,Kishanganj,Kishanganj,1824222933,Gachhpara,"Mandal, Santhal, Mahto, Yadav, Paswan, Ansari, Rajput, Kurmi, Musahar, Manjhi, Sonar, Sheikh, Teli","Maithili, Santhli, Hindi, Surajpuri ,Bhojpuri",AV,0,0,0,1,0,,Dhiraj kumar,
21691,Kishanganj,Kishanganj,1823222927,Goaltoli,"Mandal, Santhal, Mahto, Yadav, Paswan, Ansari, Rajput, Kurmi, Musahar, Manjhi, Sonar, Sheikh, Teli","Maithili, Santhli, Hindi, Surajpuri ,Bhojpuri",PC,0,0,1,0,0,Sewa Bihar,,AV to PC @ Feb'25
21692,Kishanganj,Kishanganj,1824222957,Gobindpur,"Mandal, Santhal, Mahto, Yadav, Paswan, Ansari, Rajput, Kurmi, Musahar, Manjhi, Sonar, Sheikh, Teli","Maithili, Santhli, Hindi, Surajpuri ,Bhojpuri",PC,0,0,1,0,0,,Dhiraj kumar,AV to PC @ Sept'25
21695,Kishanganj,Kishanganj,1823222947,Jharbari,"Mandal, Santhal, Mahto, Yadav, Paswan, Ansari, Rajput, Kurmi, Musahar, Manjhi, Sonar, Sheikh, Teli","Maithili, Santhli, Hindi, Surajpuri ,Bhojpuri",AV,0,0,0,1,0,,Dhiraj kumar,
21698,Kishanganj,Kishanganj,1823222919,Kasipur,"Mandal, Santhal, Mahto, Yadav, Paswan, Ansari, Rajput, Kurmi, Musahar, Manjhi, Sonar, Sheikh, Teli","Maithili, Santhli, Hindi, Surajpuri ,Bhojpuri",AV,0,0,0,1,0,,Dhiraj kumar,
21700,Kishanganj,Kishanganj,1997699800,Katahalia Bhag,"Mandal, Santhal, Mahto, Yadav, Paswan, Ansari, Rajput, Kurmi, Musahar, Manjhi, Sonar, Sheikh, Teli","Maithili, Santhli, Hindi, Surajpuri ,Bhojpuri",AV,0,0,0,1,0,,Dhiraj kumar,
21701,Kishanganj,Kishanganj,1823222921,Katmohan,"Mandal, Santhal, Mahto, Yadav, Paswan, Ansari, Rajput, Kurmi, Musahar, Manjhi, Sonar, Sheikh, Teli","Maithili, Santhli, Hindi, Surajpuri ,Bhojpuri",AV,0,0,0,1,0,,Dhiraj kumar,
21703,Kishanganj,Kishanganj,1823801310,Kishanganj (Nagar Parishad),"Mandal, Santhal, Mahto, Yadav, Paswan, Ansari, Rajput, Kurmi, Musahar, Manjhi, Sonar, Sheikh, Teli","Maithili, Santhli, Hindi, Surajpuri ,Bhojpuri",MC,1,0,0,0,0,"AG, Church of God, GEMS, Bihar Mission",,March'25 Update
21705,Kishanganj,Kishanganj,1824222958,Lakhimara,"Mandal, Santhal, Mahto, Yadav, Paswan, Ansari, Rajput, Kurmi, Musahar, Manjhi, Sonar, Sheikh, Teli","Maithili, Santhli, Hindi, Surajpuri ,Bhojpuri",HC,0,1,0,0,0,,Dhiraj kumar,
21707,Kishanganj,Kishanganj,1997222979,Mahammadpur Bhagal,"Mandal, Santhal, Mahto, Yadav, Paswan, Ansari, Rajput, Kurmi, Musahar, Manjhi, Sonar, Sheikh, Teli","Maithili, Santhli, Hindi, Surajpuri ,Bhojpuri",AV,0,0,0,1,0,,Dhiraj kumar,
21708,Kishanganj,Kishanganj,1824222934,Mahesh Bathna,"Mandal, Santhal, Mahto, Yadav, Paswan, Ansari, Rajput, Kurmi, Musahar, Manjhi, Sonar, Sheikh, Teli","Maithili, Santhli, Hindi, Surajpuri ,Bhojpuri",HC,0,1,0,0,0,,Dhiraj kumar,
21710,Kishanganj,Kishanganj,1823222943,Mahesh Bathnakhas Milik,"Mandal, Santhal, Mahto, Yadav, Paswan, Ansari, Rajput, Kurmi, Musahar, Manjhi, Sonar, Sheikh, Teli","Maithili, Santhli, Hindi, Surajpuri ,Bhojpuri",AV,0,0,0,1,0,,Dhiraj kumar,
21712,Kishanganj,Kishanganj,1825222924,Meda,"Mandal, Santhal, Mahto, Yadav, Paswan, Ansari, Rajput, Kurmi, Musahar, Manjhi, Sonar, Sheikh, Teli","Maithili, Santhli, Hindi, Surajpuri ,Bhojpuri",HC,0,1,0,0,0,,Dhiraj kumar,
21714,Kishanganj,Kishanganj,1823222964,Mehengaon Milik,"Mandal, Santhal, Mahto, Yadav, Paswan, Ansari, Rajput, Kurmi, Musahar, Manjhi, Sonar, Sheikh, Teli","Maithili, Santhli, Hindi, Surajpuri ,Bhojpuri",PC,0,0,1,0,0,,Dhiraj kumar,
21715,Kishanganj,Kishanganj,1823222913,Motihara,"Mandal, Santhal, Mahto, Yadav, Paswan, Ansari, Rajput, Kurmi, Musahar, Manjhi, Sonar, Sheikh, Teli","Maithili, Santhli, Hindi, Surajpuri ,Bhojpuri",MC,1,0,0,0,0,,Dhiraj kumar,
21716,Kishanganj,Kishanganj,1825222922,Motihara Taluka,"Mandal, Santhal, Mahto, Yadav, Paswan, Ansari, Rajput, Kurmi, Musahar, Manjhi, Sonar, Sheikh, Teli","Maithili, Santhli, Hindi, Surajpuri ,Bhojpuri",PC,0,0,1,0,0,,Dhiraj kumar,
21719,Kishanganj,Kishanganj,1823222941,Phulwari,"Mandal, Santhal, Mahto, Yadav, Paswan, Ansari, Rajput, Kurmi, Musahar, Manjhi, Sonar, Sheikh, Teli","Maithili, Santhli, Hindi, Surajpuri ,Bhojpuri",AV,0,0,0,1,0,,Dhiraj kumar,
21720,Kishanganj,Kishanganj,1823222942,Phulwari,"Mandal, Santhal, Mahto, Yadav, Paswan, Ansari, Rajput, Kurmi, Musahar, Manjhi, Sonar, Sheikh, Teli","Maithili, Santhli, Hindi, Surajpuri ,Bhojpuri",PC,0,0,1,0,0,,Dhiraj kumar,
21722,Kishanganj,Kishanganj,1823222929,Piakunri,"Mandal, Santhal, Mahto, Yadav, Paswan, Ansari, Rajput, Kurmi, Musahar, Manjhi, Sonar, Sheikh, Teli","Maithili, Santhli, Hindi, Surajpuri ,Bhojpuri",AV,0,0,0,1,0,,Dhiraj kumar,
21725,Kishanganj,Kishanganj,1997222970,Purla bari,"Mandal, Santhal, Mahto, Yadav, Paswan, Ansari, Rajput, Kurmi, Musahar, Manjhi, Sonar, Sheikh, Teli","Maithili, Santhli, Hindi, Surajpuri ,Bhojpuri",PC,0,0,1,0,0,,Dhiraj kumar,
21727,Kishanganj,Kishanganj,1824222936,Simalbari,"Mandal, Santhal, Mahto, Yadav, Paswan, Ansari, Rajput, Kurmi, Musahar, Manjhi, Sonar, Sheikh, Teli","Maithili, Santhli, Hindi, Surajpuri ,Bhojpuri",HC,0,1,0,0,0,,Ravi kumar,
21728,Kishanganj,Kishanganj,1823222926,Singhia,"Mandal, Santhal, Mahto, Yadav, Paswan, Ansari, Rajput, Kurmi, Musahar, Manjhi, Sonar, Sheikh, Teli","Maithili, Santhli, Hindi, Surajpuri ,Bhojpuri",HC,0,1,0,0,0,,Dhiraj kumar,
21730,Kishanganj,Kishanganj,1824222917,Solki,"Mandal, Santhal, Mahto, Yadav, Paswan, Ansari, Rajput, Kurmi, Musahar, Manjhi, Sonar, Sheikh, Teli","Maithili, Santhli, Hindi, Surajpuri ,Bhojpuri",PC,0,0,1,0,0,,Ravi kumar,
21732,Kishanganj,Kishanganj,1823222950,Taisa,"Mandal, Santhal, Mahto, Yadav, Paswan, Ansari, Rajput, Kurmi, Musahar, Manjhi, Sonar, Sheikh, Teli","Maithili, Santhli, Hindi, Surajpuri ,Bhojpuri",PC,0,0,1,0,0,,Dhiraj kumar,
21733,Kishanganj,Kishanganj,1823222928,Telia Pokhar,"Mandal, Santhal, Mahto, Yadav, Paswan, Ansari, Rajput, Kurmi, Musahar, Manjhi, Sonar, Sheikh, Teli","Maithili, Santhli, Hindi, Surajpuri ,Bhojpuri",AV,0,0,0,1,0,,Dhiraj kumar,
21735,Kishanganj,Kishanganj,1823222946,Thauapara,"Mandal, Santhal, Mahto, Yadav, Paswan, Ansari, Rajput, Kurmi, Musahar, Manjhi, Sonar, Sheikh, Teli","Maithili, Santhli, Hindi, Surajpuri ,Bhojpuri",AV,0,0,0,1,0,,Dhiraj kumar,
21737,Kishanganj,Kishanganj,1823222938,Topamari,"Mandal, Santhal, Mahto, Yadav, Paswan, Ansari, Rajput, Kurmi, Musahar, Manjhi, Sonar, Sheikh, Teli","Maithili, Santhli, Hindi, Surajpuri ,Bhojpuri",AV,0,0,0,1,0,,Dhiraj kumar,
21739,Kishanganj,Kochadhamin,1821222877,Anarkali,"Mandal, Santhal, Mahto, Yadav, Paswan, Ansari, Rajput, Kurmi, Musahar, Manjhi, Sonar, Sheikh, Teli","Maithili, Santhli, Hindi, Surajpuri ,Bhojpuri",HC,0,1,0,0,0,,Ravi kumar,
